City,Month,Product_Type,Marketing_Channel,Customer_Income_Level,Marketing_Budget_INR,Discount_Rate,Conversion_Rate,Num_Sales,Sales_Revenue_INR,ROI,Customer_Age
Chennai,2023-09,Clothing,Outdoor,Low,2278557,0.27,0.065,188094,274617240,120.52,53
Hyderabad,2023-04,Electronics,TV,Low,1397004,0.22,0.027,46017,179466300,128.47,40
Bangalore,2023-06,Electronics,Radio,Low,2494561,0.26,0.042,132012,488444400,195.8,30
Ahmedabad,2023-11,Clothing,TV,Medium,2124802,0.19,0.047,118840,192520800,90.61,30
Delhi,2023-02,Furniture,Digital,High,2031925,0.07,0.019,41309,153669479,75.63,30
Delhi,2023-12,Healthcare,TV,Low,826994,0.08,0.056,50016,161051520,194.74,53
Hyderabad,2023-12,Furniture,Radio,Medium,1936913,0.19,0.02,46098,149357520,77.11,53
Kanpur,2023-04,Electronics,Outdoor,Medium,1505284,0.13,0.108,183704,799112400,530.87,53
Mumbai,2023-02,Healthcare,Radio,Low,923817,0.11,0.064,65627,204428105,221.29,65
Bangalore,2023-10,FMCG,TV,High,1517069,0.17,0.056,99398,123750510,81.57,22
Delhi,2023-05,Healthcare,Radio,Low,2647476,0.22,0.028,90437,246893010,93.26,30
Pune,2023-07,Furniture,TV,Low,2225200,0.15,0.042,107477,365421800,164.22,30
Delhi,2023-01,Clothing,Outdoor,High,1365858,0.25,0.043,73414,110121000,80.62,65
Chennai,2023-10,FMCG,Outdoor,Low,1067140,0.23,0.148,194262,224372610,210.26,30
Surat,2023-10,Furniture,Digital,Low,1465411,0.23,0.127,228911,705045880,481.13,30
Delhi,2023-07,FMCG,Outdoor,High,2749282,0.3,0.012,42888,45032400,16.38,53
Chennai,2023-10,Healthcare,Print,Medium,1848072,0.12,0.096,198704,612008320,331.16,53
Hyderabad,2023-06,Electronics,Radio,Medium,1815741,0.21,0.046,101064,399202800,219.86,22
Hyderabad,2023-06,Furniture,Radio,Medium,1309046,0.26,0.025,41234,122052640,93.24,30
Ahmedabad,2023-12,Clothing,TV,Medium,1869851,0.19,0.109,242538,392911560,210.13,40
Delhi,2023-08,Healthcare,Outdoor,Medium,674022,0.25,0.028,23590,61923750,91.87,30
Pune,2023-08,Furniture,Digital,Low,2771644,0.15,0.072,229492,780272800,281.52,30
Delhi,2023-06,Clothing,Digital,High,1026919,0.2,0.099,121997,195195200,190.08,22
Pune,2023-03,Furniture,Digital,Medium,2210281,0.06,0.088,206175,775218000,350.73,40
Kolkata,2023-05,Healthcare,Print,High,2965696,0.3,0.147,566744,1388522800,468.19,30
Ahmedabad,2023-02,Furniture,Outdoor,Medium,547674,0.25,0.12,82151,246453000,450.0,40
Kolkata,2023-05,FMCG,Digital,Low,1941043,0.27,0.118,290884,318517980,164.1,53
Delhi,2023-09,Healthcare,Print,Medium,1575420,0.22,0.06,115320,314823600,199.83,53
Ahmedabad,2023-10,Furniture,Radio,Medium,1620412,0.1,0.011,19606,70581600,43.56,40
Kolkata,2023-01,Electronics,TV,High,1539540,0.06,0.113,184406,866708200,562.97,30
Mumbai,2023-10,Furniture,Outdoor,High,1160959,0.27,0.15,221162,645793040,556.26,40
Delhi,2023-05,FMCG,Outdoor,Low,1202733,0.15,0.067,92670,118154250,98.24,40
Kolkata,2023-12,Clothing,Radio,High,1543876,0.12,0.148,255912,450405120,291.74,53
Mumbai,2023-06,Clothing,Outdoor,High,2601410,0.19,0.03,92870,150449400,57.83,40
Mumbai,2023-11,Clothing,Outdoor,High,684343,0.16,0.052,41279,69348720,101.34,65
Hyderabad,2023-07,Electronics,Outdoor,Low,2109920,0.21,0.034,86802,342867900,162.5,65
Delhi,2023-09,FMCG,Outdoor,Low,779405,0.17,0.077,70216,87418920,112.16,53
Mumbai,2023-06,Healthcare,Print,Low,881317,0.22,0.122,131175,358107750,406.33,30
Hyderabad,2023-05,Clothing,Print,High,1301573,0.26,0.058,95118,140774640,108.16,30
Kolkata,2023-12,FMCG,TV,High,1637660,0.1,0.137,246795,333173250,203.44,53
Chennai,2023-07,Furniture,Outdoor,Low,593219,0.13,0.086,57649,200618520,338.19,30
Delhi,2023-01,Electronics,Radio,High,1043080,0.16,0.075,90747,381137400,365.4,22
Ahmedabad,2023-11,FMCG,Digital,High,2503708,0.29,0.12,387573,412765245,164.86,65
Pune,2023-05,FMCG,TV,Medium,815244,0.14,0.024,22305,28773450,35.29,22
Pune,2023-02,Healthcare,Digital,Low,2721270,0.15,0.118,369276,1098596100,403.71,22
Kolkata,2023-04,FMCG,Digital,Low,1747518,0.21,0.044,93037,110248845,63.09,22
Kanpur,2023-07,Healthcare,Outdoor,High,893983,0.15,0.049,50375,149865625,167.64,53
Kanpur,2023-05,Electronics,Radio,High,529570,0.29,0.094,64215,227963250,430.47,22
Kolkata,2023-12,Electronics,Digital,Medium,708345,0.27,0.136,122345,446559250,630.43,40
Mumbai,2023-06,Furniture,Digital,Low,2020700,0.18,0.091,216982,711700960,352.21,30
Delhi,2023-02,Healthcare,TV,Low,1509925,0.21,0.101,184527,510217155,337.91,53
Pune,2023-03,Healthcare,Radio,High,1143859,0.06,0.119,144286,474700940,415.0,40
Pune,2023-07,Clothing,Radio,Low,2683278,0.22,0.046,150585,234912600,87.55,40
Mumbai,2023-11,Clothing,Digital,High,1013852,0.23,0.126,157126,241974040,238.67,65
Pune,2023-02,Furniture,Radio,Medium,867533,0.14,0.069,68240,234745600,270.59,65
Ahmedabad,2023-12,Electronics,TV,High,2396588,0.1,0.035,92268,415206000,173.25,40
Delhi,2023-06,Clothing,TV,Medium,2820918,0.28,0.059,213035,306770400,108.75,65
Surat,2023-05,FMCG,TV,High,1175918,0.16,0.044,60018,75622680,64.31,30
Pune,2023-10,Electronics,Outdoor,Medium,2787085,0.21,0.042,141639,559474050,200.74,30
Kolkata,2023-01,FMCG,Digital,Medium,2063678,0.06,0.05,109374,154217340,74.73,65
Ahmedabad,2023-12,Healthcare,Radio,Low,1272604,0.15,0.035,51222,152385450,119.74,22
Pune,2023-11,Electronics,TV,High,914666,0.25,0.103,117763,441611250,482.81,40
Ahmedabad,2023-10,Furniture,Digital,Low,1192289,0.15,0.091,124773,424228200,355.81,30
Hyderabad,2023-11,Healthcare,Digital,Low,1885842,0.2,0.101,228564,639979200,339.36,65
Surat,2023-04,Healthcare,Outdoor,High,2593178,0.1,0.058,165444,521148600,200.97,65
Bangalore,2023-11,FMCG,Radio,Low,1750283,0.15,0.118,237513,302829075,173.02,30
Kolkata,2023-02,Healthcare,Radio,Low,778531,0.28,0.028,27902,70313040,90.32,30
Kolkata,2023-04,Clothing,TV,Low,1400797,0.19,0.09,150025,243040500,173.5,22
Delhi,2023-01,Electronics,TV,High,522319,0.28,0.049,32759,117932400,225.79,65
Ahmedabad,2023-02,Clothing,Digital,Low,1427613,0.28,0.084,153496,221034240,154.83,65
Mumbai,2023-08,FMCG,Radio,Low,960108,0.29,0.055,68119,72546735,75.56,53
Kolkata,2023-06,FMCG,Radio,Low,1972964,0.27,0.121,303185,331987575,168.27,22
Ahmedabad,2023-02,Electronics,TV,High,911200,0.05,0.135,129162,613519500,673.31,30
Ahmedabad,2023-12,Healthcare,Print,Medium,1707108,0.28,0.114,249101,627734520,367.72,30
Chennai,2023-06,Furniture,Digital,Medium,2117313,0.08,0.035,80034,294525120,139.1,40
Chennai,2023-10,FMCG,Radio,Medium,1668823,0.06,0.048,84909,119721690,71.74,30
Bangalore,2023-09,Electronics,Outdoor,Medium,2028785,0.06,0.139,298921,1404928700,692.5,65
Hyderabad,2023-07,Furniture,Outdoor,Low,1562125,0.14,0.071,126438,434946720,278.43,30
Bangalore,2023-09,Healthcare,Print,High,2606973,0.21,0.142,447930,1238526450,475.08,65
Pune,2023-05,FMCG,TV,Low,2346081,0.15,0.065,175369,223595475,95.31,65
Mumbai,2023-07,Electronics,TV,High,1555858,0.06,0.143,235836,1108429200,712.42,22
Pune,2023-11,Electronics,TV,Low,2568464,0.17,0.14,420714,1745963100,679.77,30
Kanpur,2023-07,Electronics,Outdoor,Medium,2803007,0.16,0.102,331651,1392934200,496.94,22
Pune,2023-12,FMCG,TV,Medium,2607923,0.24,0.011,35572,40552080,15.55,65
Delhi,2023-12,Furniture,Outdoor,High,823636,0.12,0.066,60883,214308160,260.2,30
Pune,2023-03,Electronics,Print,Low,1461229,0.1,0.138,221814,998163000,683.1,30
Bangalore,2023-07,Healthcare,Digital,Medium,2817506,0.11,0.134,419075,1305418625,463.32,22
Kolkata,2023-01,Electronics,Radio,High,2596834,0.13,0.036,105639,459529650,176.96,22
Kolkata,2023-09,Furniture,Print,Low,2609388,0.2,0.066,206663,661321600,253.44,65
Chennai,2023-10,FMCG,Outdoor,High,2895217,0.17,0.127,430200,535599000,184.99,65
Mumbai,2023-06,Electronics,Print,Low,2883872,0.13,0.091,296548,1289983800,447.31,30
Mumbai,2023-05,Electronics,Radio,Low,2728390,0.14,0.129,401237,1725319100,632.36,30
Delhi,2023-07,Healthcare,Digital,Low,2742876,0.14,0.126,393986,1185897860,432.36,53
Bangalore,2023-05,Healthcare,Radio,High,1961430,0.29,0.137,346643,861407855,439.17,53
Chennai,2023-10,Electronics,Outdoor,High,2861181,0.11,0.026,82573,367449850,128.43,40
Kanpur,2023-05,Electronics,Radio,Low,2824124,0.25,0.03,105904,397140000,140.62,65
Mumbai,2023-11,Healthcare,Print,Medium,711316,0.23,0.022,19248,51873360,72.93,40
Kolkata,2023-10,Furniture,TV,Low,1647779,0.05,0.141,243953,927021400,562.59,40
Pune,2023-11,Clothing,Print,High,2501096,0.3,0.077,250359,350502600,140.14,22
Pune,2023-07,Clothing,Outdoor,Low,2006602,0.24,0.019,47275,71858000,35.81,22
Chennai,2023-10,Electronics,Digital,High,642841,0.22,0.055,43134,168222600,261.69,53
Bangalore,2023-07,Healthcare,Radio,Low,2023275,0.15,0.059,137279,408405025,201.85,40
Bangalore,2023-11,FMCG,Digital,Low,936363,0.19,0.123,137055,166521825,177.84,53
Hyderabad,2023-03,FMCG,Outdoor,Medium,2210385,0.11,0.113,277248,370126080,167.45,65
Surat,2023-03,Clothing,Radio,Medium,2305372,0.06,0.107,261475,491573000,213.23,30
Mumbai,2023-10,Furniture,Print,High,1130747,0.26,0.013,18521,54822160,48.48,22
Bangalore,2023-12,Clothing,Print,Low,2867432,0.27,0.137,498904,728399840,254.03,65
Kolkata,2023-03,Electronics,Outdoor,High,2302599,0.09,0.04,100393,456788150,198.38,65
Chennai,2023-06,Furniture,Radio,Low,1358418,0.25,0.098,166406,499218000,367.5,22
Kanpur,2023-12,FMCG,Print,Low,1329431,0.24,0.019,31321,35705940,26.86,22
Hyderabad,2023-06,Healthcare,Outdoor,Low,589567,0.09,0.021,13495,42981575,72.9,40
Ahmedabad,2023-03,Healthcare,Outdoor,Medium,2366060,0.16,0.011,30190,88758600,37.51,53
Delhi,2023-03,Electronics,Digital,High,954497,0.16,0.089,98542,413876400,433.61,65
Kanpur,2023-08,Clothing,Print,Low,1953138,0.24,0.098,237345,360764400,184.71,40
Ahmedabad,2023-08,Electronics,Radio,Low,1359035,0.26,0.017,29110,107707000,79.25,40
Pune,2023-07,Healthcare,Print,High,1230585,0.07,0.051,67153,218583015,177.63,65
Delhi,2023-10,FMCG,Print,High,2549417,0.19,0.129,391361,475503615,186.51,65
Mumbai,2023-04,Healthcare,Print,Low,1392503,0.24,0.024,41440,110230400,79.16,30
Kolkata,2023-04,Furniture,Outdoor,Medium,2621424,0.25,0.04,131071,393213000,150.0,53
Delhi,2023-03,Healthcare,TV,Medium,2994131,0.09,0.069,225188,717223780,239.54,65
Surat,2023-05,Healthcare,TV,Low,1578651,0.18,0.128,238439,684319930,433.48,22
Ahmedabad,2023-03,Furniture,Digital,Medium,2363700,0.26,0.046,137000,405520000,171.56,30
Mumbai,2023-08,Clothing,Print,High,1184208,0.13,0.15,200723,349258020,294.93,53
Surat,2023-07,Healthcare,TV,Medium,882314,0.16,0.06,61409,180542460,204.62,22
Pune,2023-03,Electronics,Digital,High,2824501,0.25,0.064,225960,847350000,300.0,22
Surat,2023-09,Healthcare,Outdoor,High,1567844,0.07,0.027,45295,147435225,94.04,53
Hyderabad,2023-12,Electronics,Print,High,2985183,0.26,0.105,394939,1461274300,489.51,30
Hyderabad,2023-05,Furniture,Radio,High,672692,0.13,0.044,33446,116392080,173.02,22
Chennai,2023-09,Healthcare,Outdoor,Medium,2038999,0.05,0.098,209812,697624900,342.14,40
Kanpur,2023-07,Furniture,Digital,High,2428282,0.11,0.041,110511,393419160,162.02,53
Kanpur,2023-07,Furniture,Outdoor,Low,2068893,0.07,0.064,141677,527038439,254.74,53
Mumbai,2023-06,Clothing,Radio,High,796181,0.07,0.13,110748,205991279,258.72,65
Pune,2023-02,Healthcare,Outdoor,Low,578434,0.22,0.113,79742,217695660,376.35,30
Bangalore,2023-09,Electronics,Digital,High,1697326,0.1,0.032,59745,268852500,158.4,40
Hyderabad,2023-06,Electronics,Radio,High,1533201,0.28,0.095,186437,671173200,437.76,40
Mumbai,2023-08,Healthcare,Radio,Medium,2359168,0.18,0.098,272814,782976180,331.89,65
Bangalore,2023-01,Clothing,Outdoor,High,2082247,0.17,0.023,56033,93014780,44.67,22
Kanpur,2023-05,Clothing,Radio,High,604882,0.16,0.075,52624,88408320,146.16,22
Chennai,2023-12,Clothing,Outdoor,Medium,1704212,0.22,0.046,95640,149198400,87.55,40
Surat,2023-01,Electronics,Print,Medium,2288697,0.16,0.075,199116,836287200,365.4,30
Hyderabad,2023-10,Furniture,Radio,Low,1600132,0.08,0.119,205648,756784640,472.95,22
Mumbai,2023-11,Clothing,Outdoor,Medium,1445784,0.27,0.032,58756,85783760,59.33,53
Delhi,2023-08,Electronics,Print,Low,1198142,0.16,0.027,37525,157605000,131.54,65
Bangalore,2023-08,Electronics,Radio,High,1992215,0.07,0.048,102320,475788000,238.82,30
Surat,2023-01,Furniture,Print,Low,1705943,0.18,0.143,287860,944180800,553.47,22
Hyderabad,2023-09,Healthcare,Radio,Medium,2695388,0.21,0.115,375063,1037049195,384.75,40
Kanpur,2023-02,Healthcare,Digital,High,1399856,0.12,0.013,20381,62773480,44.84,65
Pune,2023-12,Clothing,Digital,Low,2829296,0.25,0.066,233416,350124000,123.75,22
Bangalore,2023-09,Clothing,Outdoor,Low,1908865,0.22,0.046,107125,167115000,87.55,40
Kanpur,2023-01,Furniture,TV,Low,745117,0.21,0.099,89257,282052120,378.53,22
Hyderabad,2023-12,Clothing,Digital,High,1886007,0.16,0.074,161894,271981920,144.21,65
Bangalore,2023-10,Furniture,TV,Low,967680,0.29,0.145,181004,514051360,531.22,53
Surat,2023-09,Electronics,Print,Low,813224,0.12,0.041,37343,164309200,202.05,53
Hyderabad,2023-04,Clothing,Print,Medium,1220290,0.19,0.092,133597,216427140,177.36,40
Ahmedabad,2023-09,Electronics,TV,Low,2488730,0.13,0.108,303724,1321199400,530.87,53
Mumbai,2023-07,FMCG,Outdoor,High,865861,0.24,0.126,135282,154221480,178.11,65
Surat,2023-11,Furniture,Radio,Medium,1440716,0.06,0.067,102319,384719440,267.03,40
Bangalore,2023-06,FMCG,TV,High,523038,0.06,0.106,58768,82862880,158.43,22
Pune,2023-05,Clothing,TV,Medium,2408638,0.25,0.052,156561,234841500,97.5,30
Kanpur,2023-11,Electronics,TV,Medium,1308883,0.16,0.071,107799,452755800,345.91,22
Delhi,2023-09,Clothing,TV,Low,2093385,0.14,0.135,322171,554134120,264.71,65
Kanpur,2023-02,FMCG,TV,High,2297240,0.2,0.143,394206,473047200,205.92,40
Bangalore,2023-11,Clothing,Outdoor,Low,620631,0.23,0.111,84734,130490360,210.25,22
Kanpur,2023-12,Healthcare,Digital,Medium,1356395,0.1,0.062,92506,291393900,214.83,40
Mumbai,2023-02,FMCG,Radio,Low,2199271,0.1,0.125,302399,408238650,185.62,53
Hyderabad,2023-11,Clothing,Digital,Medium,1917556,0.29,0.014,34631,49176020,25.65,30
Delhi,2023-12,Electronics,TV,Medium,1829492,0.2,0.024,52689,210756000,115.2,65
Kolkata,2023-09,Clothing,Digital,High,659135,0.15,0.103,78074,132725800,201.36,22
Bangalore,2023-12,Electronics,Outdoor,High,2440304,0.25,0.051,155569,583383750,239.06,30
Chennai,2023-03,Healthcare,Print,High,1730500,0.18,0.143,292004,838051480,484.28,65
Kolkata,2023-08,Clothing,Digital,High,2726357,0.11,0.071,214864,382457920,140.28,65
Kanpur,2023-11,Healthcare,Radio,Low,674830,0.1,0.07,51961,163677150,242.55,53
Bangalore,2023-09,FMCG,Outdoor,High,2939621,0.15,0.105,354959,452572725,153.96,40
Ahmedabad,2023-08,Electronics,Print,High,699538,0.26,0.117,103125,381562500,545.45,40
Chennai,2023-04,FMCG,Outdoor,High,774518,0.07,0.077,63812,89017740,114.93,30
Delhi,2023-12,Electronics,TV,Medium,2648137,0.1,0.04,116518,524331000,198.0,53
Pune,2023-01,Healthcare,Print,Medium,1835503,0.27,0.118,275068,702798740,382.89,65
Ahmedabad,2023-04,Furniture,Radio,High,1957355,0.08,0.055,116266,427858880,218.59,53
Kolkata,2023-09,Clothing,Print,Medium,1853913,0.21,0.035,78513,124050540,66.91,53
Hyderabad,2023-02,Healthcare,Radio,Medium,761204,0.1,0.098,82057,258479550,339.57,30
Mumbai,2023-03,Electronics,TV,Low,2656183,0.2,0.023,73310,293240000,110.4,40
Pune,2023-10,Electronics,Radio,Medium,1591739,0.15,0.146,267252,1135821000,713.57,53
Ahmedabad,2023-08,Electronics,Outdoor,Low,2956084,0.08,0.099,316064,1453894400,491.83,53
Hyderabad,2023-06,Electronics,Digital,Medium,1785505,0.2,0.148,317105,1268420000,710.4,53
Hyderabad,2023-08,Clothing,Outdoor,High,1115250,0.22,0.057,77554,120984240,108.48,22
Bangalore,2023-07,FMCG,Outdoor,Medium,915886,0.22,0.146,163137,190870290,208.4,53
Ahmedabad,2023-05,Furniture,Print,Medium,786464,0.21,0.03,28548,90211680,114.71,53
Delhi,2023-09,Clothing,TV,Low,2878289,0.18,0.016,54342,89120880,30.96,65
Kanpur,2023-04,Electronics,Digital,High,2652482,0.18,0.015,46948,192486800,72.57,22
Chennai,2023-06,Clothing,Radio,Low,926207,0.21,0.075,84053,132803740,143.38,53
Chennai,2023-02,Healthcare,Print,High,1202856,0.22,0.022,32284,88135320,73.27,53
Kolkata,2023-02,Electronics,TV,High,1563319,0.21,0.082,155112,612692400,391.92,30
Kolkata,2023-02,Furniture,Digital,Low,2414551,0.2,0.056,162257,519222400,215.04,30
Chennai,2023-10,Electronics,Outdoor,Medium,2708040,0.09,0.057,168250,765537500,282.69,22
Delhi,2023-07,Furniture,TV,High,1655394,0.1,0.099,180272,648979200,392.04,65
Mumbai,2023-02,Furniture,TV,Medium,2668661,0.12,0.033,98633,347188160,130.1,22
Surat,2023-12,FMCG,TV,Low,1763654,0.28,0.117,264124,285253920,161.74,22
Kanpur,2023-02,FMCG,Outdoor,Low,2036504,0.24,0.091,229799,261970860,128.64,30
Mumbai,2023-09,Clothing,Radio,Low,719888,0.19,0.138,118220,191516400,266.04,30
Bangalore,2023-07,Clothing,Print,Low,2594616,0.11,0.061,175681,312712180,120.52,65
Surat,2023-11,Furniture,Radio,High,933647,0.08,0.148,149234,549181120,588.21,53
Surat,2023-03,Electronics,Digital,Low,2653588,0.27,0.091,306675,1119363750,421.83,65
Ahmedabad,2023-03,Healthcare,Print,Medium,2881141,0.27,0.146,534221,1364934655,473.75,53
Delhi,2023-07,Healthcare,Digital,Medium,2632207,0.08,0.014,39798,128149560,48.69,40
Delhi,2023-05,Electronics,Outdoor,High,2655964,0.25,0.112,371834,1394377500,525.0,30
Surat,2023-10,Electronics,Radio,Low,2691187,0.16,0.124,387100,1625820000,604.13,40
Ahmedabad,2023-06,FMCG,TV,High,754948,0.13,0.017,14502,18925110,25.07,40
Kanpur,2023-12,Healthcare,Print,High,2960134,0.23,0.091,331327,892926265,301.65,30
Surat,2023-08,Furniture,TV,High,2324154,0.2,0.122,340256,1088819200,468.48,40
Pune,2023-09,Clothing,Digital,Low,1450894,0.25,0.089,161411,242116500,166.87,22
Kolkata,2023-01,FMCG,TV,Medium,2101264,0.07,0.019,42718,59591610,28.36,53
Kolkata,2023-03,Healthcare,TV,Medium,2675273,0.13,0.107,323467,984957015,368.17,65
Mumbai,2023-11,Electronics,Outdoor,High,2188627,0.13,0.018,44516,193644600,88.48,30
Bangalore,2023-07,Healthcare,Outdoor,High,637948,0.13,0.124,89389,272189505,426.66,22
Kolkata,2023-06,Furniture,Radio,Medium,2458191,0.18,0.016,46410,152224800,61.93,65
Hyderabad,2023-07,FMCG,Digital,Medium,1901495,0.12,0.029,61760,81523200,42.87,65
Mumbai,2023-08,Electronics,Outdoor,Low,2192789,0.16,0.049,124638,523479600,238.73,65
Kolkata,2023-06,Furniture,Outdoor,High,1568954,0.14,0.099,177072,609127680,388.24,40
Bangalore,2023-03,Clothing,Radio,Low,757447,0.23,0.147,136953,210907620,278.45,40
Delhi,2023-02,FMCG,Print,Medium,2432054,0.2,0.026,75880,91056000,37.44,40
Delhi,2023-12,Furniture,Radio,Medium,2567078,0.21,0.03,93184,294461440,114.71,40
Kanpur,2023-07,Furniture,TV,Medium,1241584,0.1,0.062,84676,304833600,245.52,22
Surat,2023-12,Electronics,TV,Medium,607014,0.13,0.127,87112,378937200,624.26,40
Pune,2023-12,Clothing,Outdoor,Low,2063869,0.06,0.075,164077,308464760,149.46,30
Delhi,2023-12,Furniture,Outdoor,Medium,2103660,0.08,0.055,124957,459841760,218.59,65
Ahmedabad,2023-11,FMCG,Radio,High,1603637,0.12,0.089,159850,211002000,131.58,22
Kolkata,2023-01,Furniture,Radio,Medium,1909936,0.07,0.046,94007,349706039,183.1,40
Ahmedabad,2023-03,Healthcare,Digital,High,2424370,0.2,0.066,192010,537628000,221.76,65
Bangalore,2023-12,FMCG,TV,Medium,2592894,0.3,0.057,192133,201739650,77.8,22
Delhi,2023-11,FMCG,Radio,Low,1553478,0.08,0.123,206364,284782320,183.32,65
Pune,2023-04,Furniture,Print,High,1810142,0.26,0.139,317028,938402880,518.41,22
Bangalore,2023-01,Electronics,Digital,Low,822743,0.08,0.116,103073,474135800,576.29,53
Hyderabad,2023-05,FMCG,Radio,Medium,1924032,0.22,0.071,166659,194991030,101.35,22
Hyderabad,2023-10,Healthcare,Outdoor,Low,1195896,0.21,0.081,117209,324082885,271.0,40
Ahmedabad,2023-03,Electronics,Radio,Medium,2152472,0.28,0.028,77144,277718400,129.02,65
Surat,2023-02,Electronics,Outdoor,Low,848097,0.08,0.115,105333,484531800,571.32,65
Mumbai,2023-03,Electronics,Outdoor,Low,2975623,0.13,0.094,316070,1374904500,462.06,65
Surat,2023-08,FMCG,TV,High,2406987,0.07,0.136,350264,488618280,203.0,30
Kanpur,2023-06,Electronics,TV,Medium,603146,0.15,0.038,26357,112017250,185.72,30
Surat,2023-07,Furniture,Radio,Low,1055281,0.28,0.116,156688,451261440,427.62,40
Kanpur,2023-12,Electronics,Radio,Medium,696868,0.25,0.106,92335,346256250,496.87,53
Kanpur,2023-06,Healthcare,Print,High,1665323,0.23,0.047,96272,259453040,155.8,30
Pune,2023-06,Clothing,Digital,Low,2110743,0.18,0.103,256539,420723960,199.33,22
Delhi,2023-12,Healthcare,Digital,Medium,1814608,0.27,0.139,320332,818448260,451.03,40
Pune,2023-03,FMCG,Radio,Low,1818146,0.16,0.139,293157,369377820,203.16,53
Kanpur,2023-12,Electronics,TV,Low,2826797,0.09,0.111,342014,1556163700,550.5,22
Bangalore,2023-08,Electronics,Print,Low,1296479,0.26,0.017,27770,102749000,79.25,65
Hyderabad,2023-12,Furniture,Digital,Low,1697687,0.12,0.132,250986,883470720,520.4,30
Kanpur,2023-07,Electronics,Radio,High,1452805,0.06,0.102,157077,738261900,508.16,22
Pune,2023-07,Healthcare,TV,High,938330,0.08,0.053,53710,172946200,184.31,53
Bangalore,2023-06,FMCG,TV,Medium,2067361,0.2,0.036,89309,107170800,51.84,40
Pune,2023-05,Clothing,TV,Medium,1307798,0.2,0.026,40803,65284800,49.92,22
Surat,2023-10,Electronics,Outdoor,Low,913961,0.12,0.017,17401,76564400,83.77,40
Kolkata,2023-08,Clothing,TV,Low,686342,0.23,0.116,97927,150807580,219.73,65
Ahmedabad,2023-05,Electronics,Radio,Low,1166713,0.24,0.043,62209,236394200,202.62,53
Mumbai,2023-09,FMCG,Print,High,1311512,0.28,0.013,21823,23568840,17.97,53
Pune,2023-09,Healthcare,Radio,Low,2615940,0.2,0.066,207182,580109600,221.76,30
Mumbai,2023-01,FMCG,TV,Medium,1452473,0.24,0.078,140483,160150620,110.26,53
Chennai,2023-06,Clothing,Print,Low,2986757,0.24,0.034,125921,191399920,64.08,22
Pune,2023-07,Electronics,Digital,High,2209595,0.11,0.016,39242,174626900,79.03,22
Kolkata,2023-03,Clothing,Digital,Low,1844641,0.13,0.036,75039,130567860,70.78,22
Mumbai,2023-07,Healthcare,Radio,High,1159521,0.17,0.105,142447,413808535,356.88,65
